Product code,Product label,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
'8304,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",282,515,407,313,320,389,619,393,805,398,371,317
'8305,"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing ...",3828,3855,3767,3662,3091,3065,2979,3554,3433,3732,4848,5043
'8306,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments); statuettes ...",8422,6881,8355,9725,9215,10031,6979,8776,8529,13527,26691,29870
'8307,"Flexible tubing of base metal, with or without fittings",66418,61421,87210,126164,57148,59126,65127,60729,88218,96814,129573,136493
'8308,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base ...",18809,19915,26908,24128,26837,26443,32304,48517,45444,45922,67443,80722
'8309,"Stoppers, caps and lids, incl. crown corks, screw caps and pouring stoppers, capsules for bottles, ...",29760,32318,37248,40069,35981,38154,47494,61888,72156,84089,114665,149754
'8310,"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ...",12718,10369,10694,8694,7551,8099,7146,14469,10942,7482,8605,10365
'8311,"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, ...",54859,67041,71471,70850,61909,50059,55616,57024,46407,50970,60970,70743
'8401,"""Nuclear reactors; fuel elements """"cartridges"""", non-irradiated, for nuclear reactors; machinery ...",70,11,52,116,18,547,24,33,22,65,348,476
'8402,Steam or other vapour generating boilers (excluding central heating hot water boilers capable ...,55939,39956,66313,64936,58075,49215,45317,42846,41972,32739,59118,40549
'8403,"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ...",354468,350028,387523,420804,377866,386788,458142,527769,496494,517248,625082,588584
'8404,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",7094,9801,10188,4637,5890,5191,15143,6539,12548,11760,14106,17807
'8405,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",2171,2793,3056,6403,3524,7370,6834,7777,5908,19192,39601,24305
'8406,Steam turbines and other vapour turbines; parts thereof,768,1477,3856,975,2803,653,1288,880,532,282,10407,11586
'8407,Spark-ignition reciprocating or rotary internal combustion piston engine,54461,50008,33906,28336,108040,195686,299703,299825,282733,274360,278230,217176
'8408,"""Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine""""""",240067,258293,312924,178008,132351,249544,205415,309628,264507,220860,77701,53090
'8409,Parts suitable for use solely or principally with internal combustion piston engine of heading ...,1413080,1394882,1641325,1866604,1546363,1555057,1664240,1621947,1768131,1569554,1849198,1760992
'8410,"Hydraulic turbines, water wheels, and regulators therefor (excluding hydraulic power engines ...",1379,3736,5286,3142,5217,8726,9541,9925,7947,10781,15527,11530
'8411,"Turbojets, turbopropellers and other gas turbines",213570,274604,570333,637463,327115,355509,369776,469958,788763,504038,544654,731319
'8412,"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ...",58652,56107,53025,59374,62291,71279,83340,110882,343024,175171,278688,420033
'8413,"Pumps for liquids, whether or not fitted with a measuring device (excluding ceramic pumps and ...",365315,388768,467931,517746,383775,365052,444057,542885,659448,651883,856823,965931
'8414,Air or vacuum pumps (excluding gas compound elevators and pneumatic elevators and conveyors); ...,353053,342982,379909,402702,318896,320084,373957,433560,463942,469450,610307,679734
'8415,Air conditioning machines comprising a motor-driven fan and elements for changing the temperature ...,333353,243551,303256,265029,181767,194885,206417,317963,500008,527783,676956,859029
'8416,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ...",12543,11065,14644,15830,12745,10600,12804,14705,19569,14499,19926,28763
'8417,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding drying ...",39443,34262,42946,37617,42562,45061,53072,63185,83952,76635,69113,81672
'8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ...",1810394,1960509,1992913,2057566,1721084,1740847,1802257,1970368,1966230,1912152,2519232,2615169
'8419,"Machinery, plant or laboratory equipment whether or not electrically heated (excluding furnaces, ...",159685,175649,187217,190735,178105,178308,218469,251039,270524,271017,341784,421280
'8420,Calendering or other rolling machines (other than for metals or glass) and cylinders therefor; ...,2784,5899,6178,5763,4398,4876,3891,4521,5111,6886,4300,6399
'8421,"Centrifuges, incl. centrifugal dryers (excluding those for isotope separation); filtering or ...",325458,343540,423253,448906,383434,355938,377011,427660,460226,555035,664099,890464
'8422,Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery ...,462760,503303,564268,596442,534124,553163,643248,765887,848054,887892,1155344,1187905
'8423,"Weighing machinery, incl. weight-operated counting or checking machines (excluding balances ...",16210,17616,19352,19837,13771,14688,16691,17316,19803,19035,19339,21283
'8424,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",53428,63133,73974,79569,77614,75132,105416,129130,184562,261484,409722,336698
'8425,Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks,23479,20549,22130,23374,22078,28912,24984,44066,51859,36837,46820,58391
'8426,"Ships' derricks; cranes, incl. cable cranes (excluding wheel-mounted cranes and vehicle cranes ...",47444,75895,92494,73329,70080,47025,65330,82824,118739,82622,84451,96262
'8427,Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ...,13231,13273,19378,24040,12594,11786,13903,20154,28520,17416,21678,34074
'8428,"Lifting, handling, loading or unloading machinery, e.g. lifts, escalators, conveyors, teleferics ...",118143,139547,156092,169183,147180,141011,176462,222991,288481,306107,354558,438797
'8429,"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, ...",102005,127310,257145,195878,88583,123147,132671,265516,448002,282512,382086,455822
'8430,"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ...",49834,36999,43892,40614,79599,30495,50642,64069,64249,67238,120789,109319
'8431,"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s.",696776,577798,480915,561989,473852,416818,422010,486499,499971,596180,680132,757772
'8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation (excluding ...",62929,74511,88470,95909,82122,81424,106669,121857,142858,154292,202461,251903
'8433,"Harvesting or threshing machinery, incl. straw or fodder balers; grass or hay mowers; machines ...",46700,59584,66937,77293,68733,60243,57921,71429,81813,85378,104320,141635
'8434,"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ...",21100,17553,25266,34084,29224,26998,37916,43418,39571,45513,47480,49771
'8435,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",874,1244,1795,1585,1840,1470,1770,1066,1502,1378,1334,2957
'8436,"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, incl. germination ...",52172,67247,63469,71113,80403,75951,81859,103863,121498,116801,126994,121430
'8437,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery ...",190528,208813,218331,256909,254236,212406,264903,265001,241094,234110,271408,297735
'8438,"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation ...",82627,90814,108694,106362,116880,126525,140572,166480,200977,195645,218504,251217
'8439,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ...,3792,3362,1563,1333,1266,1130,1959,4962,3819,2581,2705,3031
'8440,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",1827,1192,1959,1311,1502,1024,1207,2595,2435,1811,3362,3525
'8441,"Machinery for making up paper pulp, paper or paperboard, incl. cutting machines of all kinds, ...",23738,25985,31951,28694,36755,33315,35798,41289,51607,41297,49347,55701
'8442,"Machinery, apparatus and equipment (other than the machine-tools of headings 8456 to 8465) ...",8403,7302,6722,10585,9791,9642,14443,16263,13354,13835,19488,18230
'8443,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",52695,47027,76139,67519,69434,62540,84577,76277,84721,64221,91452,130376
'8444,"Machines for extruding, drawing, texturing or cutting man-made textile materials",6983,2223,5972,5777,2856,2456,2997,1637,2140,752,1072,2371
'8445,"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ...",52960,30117,19283,29936,20254,23050,30356,31089,42464,32712,47335,44165
'8446,"""Weaving machines """"looms""""""",14918,9489,10484,18214,18585,25450,26069,21045,25863,16978,21739,32606
'8447,"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, ...",19113,14857,25170,16239,14705,14927,20363,16288,18679,12166,19481,21696
'8448,"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ...",32954,27344,35811,32793,24697,29552,30239,33417,31393,30325,50577,65807
'8449,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...",504,1231,1884,872,1151,1271,1200,1183,2661,3817,6608,4357
'8450,"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof",735609,739299,812738,925867,922318,959901,991462,1066337,1041264,961544,1066108,1002368
'8451,"Machinery (excluding of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing ...",145317,179984,219344,266751,322404,390064,458469,576136,643055,639747,791575,740130
'8452,"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ...",18206,16211,24710,26986,18595,24724,28112,33290,43059,33903,43015,52436
'8453,"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ...",7344,7755,9347,10175,9896,12193,15295,12842,11512,5853,7279,8113
'8454,"Converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal ...",29724,47776,45402,27335,19975,16610,25268,34007,27616,26942,30117,30658
'8455,Metal-rolling mills and rolls therefor; parts of metal-rolling mills,142956,127849,134133,119485,74139,55199,54626,76368,99117,98368,104384,109100
'8456,"Machine tools for working any material by removal of material, by laser or other light or photon ...",41441,52818,69687,88204,98624,99466,107069,138756,134279,85345,120919,130446
'8457,"""Machining centres, unit construction machines """"single station"""" and multi-station transfer ...",4016,4030,26000,26627,11320,8593,10374,14962,38338,34798,25033,34568
'8458,"Lathes, incl. turning centres, for removing metal",5348,3648,36800,29872,7207,7531,8430,8888,33164,23633,37094,50088
'8459,"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ...",12070,10716,14306,10555,11231,10093,10501,14295,12677,14208,17716,16973
'8460,"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise ...",10031,11933,14227,15235,12581,13797,15394,16204,14052,15085,17153,29642
'8461,"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear ...",22884,22445,24943,21337,20827,22322,24928,28282,32817,27772,38848,48572
'8462,"Machine tools, incl. presses, for working metal by forging, hammering or die-stamping; machine ...",272075,297782,303972,291258,282792,254965,282624,327052,325068,288713,397328,470693
'8463,"Machine tools for working metal, sintered metal carbides or cermets, without removing material ...",19531,20318,15582,21730,25164,25266,31686,35592,22238,24030,35192,44111
'8464,"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials ...",14869,12395,11301,17538,14163,13552,16635,19978,21626,18512,22443,28089
'8465,"Machine tools, incl. machines for nailing, stapling, glueing or otherwise assembling, for working ...",82590,87834,95670,81759,64782,70774,83821,102510,98907,110940,127949,155638
'8466,Parts and accessories suitable for use solely or principally with the machine tools of heading ...,60080,66730,57788,69110,61762,59724,62496,73571,66040,62163,91550,114487
'8467,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric ...",26489,25342,22650,22208,17596,15518,15544,19818,22492,20832,25403,30840
'8468,"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting ...",7253,6607,7551,8841,5829,4461,5157,5857,5764,5361,6906,7720
'8469,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,68,80,120,136,57,242,0,0,0,0,0,0
'8470,"""Calculating machines and pocket-size """"dimensions <= 170 mm x 100 mm x 45 mm"""" data recording, ...",7110,6345,20733,22331,8613,8895,8341,5575,33796,13242,5805,6380
'8471,"Automatic data-processing machines and units thereof; magnetic or optical readers, machines ...",77640,84774,495738,525298,102067,79198,80462,78877,80921,72447,94031,159787
'8472,"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ...",3440,5800,6317,4775,6856,5909,5427,4005,4769,4401,4432,4208
'8473,"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ...",22363,23271,29948,32752,31241,28578,27912,32812,34471,40591,31114,56088
'8474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading ...",346552,385413,409955,436946,333266,273491,326093,409535,460975,440510,578137,665355
'8475,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",13507,11282,29748,26970,15942,13969,18589,12152,38074,29031,59879,19014
'8476,"Automatic goods-vending machines, e.g. postage stamp, cigarette, food or beverage machines, ...",435,339,402,472,2664,603,746,505,935,1433,2587,3929
'8477,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",102551,122504,137568,145866,131334,146083,169073,210588,206789,195312,232460,307012
'8478,"Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter; ...",5657,807,2118,1400,2308,11828,2871,2993,3556,8415,9714,4802
'8479,"Machines and mechanical appliances having individual functions, not specified or included elsewhere ...",232958,281544,319668,362714,294508,268175,345386,383181,446631,478698,577386,674949
'8480,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ...,189423,189874,208942,222170,184873,212814,258146,261667,245649,233971,269111,275373
'8481,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, ...",395066,451381,576438,610669,491967,444638,504040,585201,644294,604601,779284,845796
'8482,Ball or roller bearings (excluding steel balls of heading 7326); parts thereof,115855,106229,124751,129769,127073,122810,132849,135923,116186,112545,151381,169788
'8483,"Transmission shafts, incl. camshafts and crankshafts, and cranks; bearing housings and plain ...",273972,315220,450827,441333,322564,323653,366623,441468,551618,533038,690051,769394
'8484,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,21745,23214,29208,33511,36800,38836,54573,65902,59044,50935,65135,65632
'8485,Machinery parts not specified or included elsewhere in this chapter (excluding parts containing ...,0,0,0,0,0,0,0,0,0,0,0,7921
'8486,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor ...,1154,1404,2038,2097,3218,1355,377,783,651,647,1176,1233
'8487,"Machinery parts, n.e.s. in chapter 84 (excluding parts containing electrical connectors, insulators, ...",31789,35109,37630,35708,26711,26409,33224,40261,40170,47949,104887,113623
'8501,Electric motors and generators (excluding generating sets),133961,137926,153035,162023,128599,125244,146410,160649,198428,222242,286509,328609
'8502,Electric generating sets and rotary converters,234955,242220,286641,297553,250305,222870,204454,190897,370071,288639,422291,690187
'8503,"Parts suitable for use solely or principally with electric motors and generators, electric ...",97320,81922,120814,134909,110437,106964,98677,172064,283288,322062,396525,617771
'8504,"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof",730431,754371,953493,804010,835604,877561,728298,736488,837715,933460,1103008,1518813
'8505,Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ...,1938,3288,6352,5898,9373,8864,15169,29220,8126,4030,16523,42038
'8506,"Primary cells and primary batteries, electrical; parts thereof (excluding spent)",2960,3016,3819,2986,2130,1997,1763,1684,2868,2505,3418,4930
'8507,"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts ...",227456,247262,314855,299297,222061,226423,298561,386687,408485,359339,519007,571427
'8508,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners",44907,56669,86694,94190,69885,45901,45475,42253,47463,53367,76127,108000
'8509,"Electromechanical domestic appliances, with self-contained electric motor; parts thereof (excluding ...",41633,52722,60738,61587,47848,26323,30044,33166,38989,37427,61731,61692
'8510,"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ...",1783,1181,2307,2170,987,1878,1517,3277,5554,5129,5984,6681
'8511,Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition ...,86965,118791,290448,292849,120907,124517,133083,137126,272113,224980,258956,273271
'8512,"Electrical lighting or signalling equipment (excluding lamps of heading 8539), windscreen wipers, ...",142015,151877,188647,222801,212309,222620,256549,280988,271928,247825,270780,285881
'8513,"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ...",2343,2082,2252,3002,1779,1641,1476,1466,1872,2692,1896,3914
'8514,"Industrial or laboratory electric furnaces and ovens, incl. those functioning by induction ...",61444,73765,64367,45410,45331,38860,37817,49772,53985,45264,63613,73493
'8515,"Electric, incl. electrically heated gas, laser or other light or photon beam, ultrasonic, electron ...",46246,50077,50195,53573,42633,44514,45878,49641,59498,60122,62580,67630
'8516,Electric instantaneous or storage water heaters and immersion heaters; electric space-heating ...,856478,919128,1044195,1175819,872987,851019,942079,1047813,1191537,1219127,1602037,1482881
'8517,"Telephone sets, incl. telephones for cellular networks or for other wireless networks; other ...",108507,146457,215200,244604,179123,224257,196182,195254,232608,116444,157928,305588
'8518,Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ...,4513,4870,9108,10156,5107,7037,6854,6374,7920,8657,10696,18274
'8519,Sound recording or sound reproducing apparatus,433,437,432,1043,313,260,324,198,360,510,517,1109
'8521,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",2178,3019,4171,11192,1514,2178,1426,1357,1690,1499,2385,2102
'8522,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,1176,1308,187,106,74,90,325,92,124,52,72,172
'8523,"""Discs, tapes, solid-state non-volatile storage devices, """"smart cards"""" and other media for ...",59921,55969,43642,43465,36788,31599,20437,19167,19056,18897,31227,36597
'8524,"Records, tapes and other recorded media for sound or other similarly recorded phenomena, incl. ...",0,0,0,0,0,0,0,0,0,0,0,1187
'8525,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ...",7418,10509,34707,53302,20137,19033,45889,25619,30405,30272,29156,53096
'8526,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus",9047,20502,47829,33911,25003,16445,15464,14079,23480,22000,19977,57410
'8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with ...",2755,2402,1701,1185,1818,3450,855,672,658,648,1840,2212
'8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ...",1871521,2164166,1764743,1961549,1623590,1414612,1471499,1489484,1348930,1135499,1376908,982404
'8529,Parts suitable for use solely or principally with transmission and reception apparatus for ...,50237,121092,68100,51600,43374,54783,48374,43839,43669,36847,37674,47103
'8530,"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ...",7468,8006,6798,5113,7559,5593,6856,6296,12645,7104,9976,11170
'8531,"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ...",433934,172313,30885,30971,25957,24408,21361,24037,32888,28211,31384,41130
'8532,"""Electrical capacitors, fixed, variable or adjustable """"pre-set""""; parts thereof""",4176,3761,6631,5912,5336,3824,3705,6795,4175,3589,5400,6545
'8533,"Electrical resistors, incl. rheostats and potentiometers (excluding heating resistors); parts ...",6166,5411,6806,6796,5030,6598,6897,6221,6564,8331,9667,9200
'8534,Printed circuits,5843,2928,6778,6776,4907,5556,6503,7452,15567,9514,11542,11387
'8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",69607,82113,107469,104553,99821,108990,104145,105271,85600,88979,89042,104226
'8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",506488,526926,602552,594980,484740,447185,462927,495419,563097,569388,702332,786335
'8537,"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus ...",388076,442973,698417,677706,471110,424093,461625,490508,514298,514292,604028,686983
'8538,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",146684,147677,164792,176198,151486,128301,134988,145083,154037,144165,182001,212071
'8539,"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red ...",29355,31394,39667,35496,26353,21320,19227,19911,25278,21117,28508,35997
'8540,"Thermionic, cold cathode or photo-cathode valves and tubes, e.g. vacuum or vapour or gas filled ...",359,386,658,1719,293,352,665,634,718,448,701,959
'8541,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, ...",13512,7731,48709,131045,20690,15728,11777,24604,178842,171229,134330,266375
'8542,Electronic integrated circuits; parts thereof,17493,20076,20692,17561,16500,16544,19567,23437,18703,16853,27966,41382
'8543,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85 and parts ...",50867,54318,79580,79454,50763,46450,56493,50120,53504,66423,87491,97582
'8544,"""Insulated """"incl. enamelled or anodised"""" wire, cable """"incl. coaxial cable"""" and other insulated ...",2313849,2381382,2937680,2870067,1947090,1767523,1921538,2142588,2269845,2210627,3184129,3648039
'8545,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite ...",5581,5756,7934,6059,6861,4921,5514,6825,10507,6192,23302,28259
'8546,Electrical insulators of any material (excluding insulating fittings),11838,15410,19266,16825,12988,15354,13212,14446,16153,18098,16089,16047
'8547,"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly ...",31929,34808,33711,31942,30708,34197,37667,33695,26120,22995,29848,35485
'8548,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",246,2680,1201,1261,744,1079,347,184,509,280,16567,19567
'8549,Electrical and electronic waste and scrap,0,0,0,0,0,0,0,0,0,0,0,2755
'8601,Rail locomotives powered from an external source of electricity or by electric accumulators,5,12,65,171,70,101,169,226,119,0,0,23
'8602,Rail locomotives (excluding those powered from an external source of electricity or by accumulators); ...,0,8694,22072,30704,0,275,0,0,160,7190,2034,0
'8603,"Self-propelled railway or tramway coaches, vans and trucks (excluding those of heading 8604)",89824,97173,4,1,39134,11752,38901,15029,31696,4000,25509,47319
'8604,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",15,13,3049,7854,1639,0,23,4873,1518,2046,576,7341
'8605,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",350,0,39593,0,16688,107,85,17,199,2783,10891,15934
'8606,Railway or tramway goods vans and wagons (excluding self-propelled and luggage vans and post ...,3866,941,163,154,340,530,838,332,3122,25100,63069,51491
'8607,"Parts of railway or tramway locomotives or rolling stock, n.e.s.",8643,10442,18156,23525,21578,27271,30117,41244,80444,71140,95923,114228
'8608,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",4199,1792,4719,4205,7430,7143,10170,10595,11593,10619,10467,17721
'8609,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",8279,7950,8793,8140,8023,3556,5001,6830,14141,22859,32263,29943
'8701,Tractors (other than tractors of heading 8709),369038,400851,424213,481043,427644,657078,762144,1338240,1355036,1034037,1556591,1882468
'8702,"Motor vehicles for the transport of >= 10 persons, incl. driver",1043760,1024679,1108848,1127819,1198717,1503498,1617904,1792443,2058999,1535775,1269816,1485616
'8703,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",6485592,6069128,7012825,7460019,6899721,8356130,11814903,12441971,12096068,9636838,9573494,9350959
'8704,"Motor vehicles for the transport of goods, incl. chassis with engine and cab",3963070,3385633,3921171,4243758,4248871,4578994,4820353,5309800,4914009,4197162,5354546,5544328
'8705,Special purpose motor vehicles (other than those principally designed for the transport of ...,107570,188307,149193,178204,155468,105229,107731,191070,233547,174413,196668,205003
'8706,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",385,1781,353,448,1834,2686,649,12165,8493,6342,2217,826
'8707,"Bodies, incl. cabs, for tractors, motor vehicles for the transport of ten or more persons, ...",52958,137315,186809,107248,46722,44062,56583,80536,85971,68928,92847,101881
'8708,"Parts and accessories for tractors, motor vehicles for the transport of ten or more persons, ...",3371038,3401767,4255354,4501968,3803447,3868045,4112744,4533407,4867675,4408623,5783942,6542891
'8709,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ...",1315,1794,949,2637,1307,1313,3062,4806,4528,2652,3745,3415
'8711,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ...",14878,15331,15346,12864,1240,1806,1003,4410,15075,45798,64439,75667
'8712,"Bicycles and other cycles, incl. delivery tricycles, not motorised",28404,31852,48929,58633,60678,49747,30223,37879,49051,53261,80253,88417
'8713,"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled ...",598,1222,1253,4708,1715,4190,6064,3855,2767,2480,2813,3647
'8714,"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ...",20396,17191,19329,19904,10139,12676,13704,13920,14268,13737,21745,21236
'8715,"Baby carriages and parts thereof, n.e.s.",768,369,482,638,522,643,679,756,712,1051,971,1833
'8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled (excluding railway and ...",199980,307915,315180,389269,380926,427607,441850,641921,633601,527348,769546,957237
'8801,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",5,231,1,6,1,173,30,0,27,551,435,532
'8802,"""Powered aircraft """"e.g. helicopters and aeroplanes""""; spacecraft, incl. satellites, and suborbital ...",28392,98431,203984,182771,79492,72691,879028,264140,292660,261938,810951,356354
'8803,"Parts of aircraft and spacecraft of heading 8801 or 8802, n.e.s.",306584,400020,572914,596504,586358,616918,655069,653369,903552,624307,591789,0
'8804,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",44,63,36,76,124,83,152,215,663,111,335,900
'8805,Aircraft launching gear (excluding motor winches for launching gliders); deck-arrestor or similar ...,8600,1941,267,1385,22781,27666,138,164,131,13521,4147,12086
'8806,Unmanned aircraft,0,0,0,0,0,0,0,0,0,0,0,1005320
'8807,"Parts of aircraft and spacecraft of heading 8801, 8802 or 8806, n.e.s.",0,0,0,0,0,0,0,0,0,0,0,612905
'8901,"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the ...",817314,393180,526881,655272,394314,507871,680591,502345,664945,520020,744012,568482
'8902,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,22245,29161,200809,52985,196810,118034,270929,45526,154792,367318,509999,269375
'8903,Yachts and other vessels for pleasure or sports; rowing boats and canoes,254346,230957,306603,213355,79016,106178,132633,158977,238159,185426,344238,429057
'8904,Tugs and pusher craft,53918,42998,144157,302182,173507,115602,135093,149520,102186,154588,213170,306833
'8905,"Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of ...",46148,92940,6168,86625,93071,35670,44919,9236,19859,67653,41360,20607
'8906,"Vessels, incl. warships and lifeboats (excluding rowing boats and other vessels of heading ...",72454,17127,15575,159317,44112,60263,34343,43822,18878,132426,65802,47714
'8907,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ...",4692,2358,11665,5359,15902,6367,9745,8538,7081,19614,17127,19160
'8908,Vessels and other floating structures for breaking up,0,0,14066,1,52,0,0,0,0,5,1,0
'9001,Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ...,4776,5236,6941,12363,9828,14440,19681,18088,13724,14987,20932,19829
'9002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of ...",603,475,1125,3035,1203,744,1218,1164,2135,2368,3449,2695
'9003,"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s.",1916,3205,4038,4304,5791,6526,7201,6893,7579,6505,8346,9432
'9004,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",5549,6271,8881,8498,8128,11977,8487,8063,7342,11504,8927,19161
'9005,"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ...",1090,2220,840,760,7820,14096,49951,7104,1688,320,130,4656
'9006,"Photographic cameras, photographic flashlight apparatus and flashbulbs (excluding discharge ...",260,312,744,484,1283,692,1638,1329,1929,1947,3033,2386
'9007,"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing ...",582,578,1042,6666,4945,6004,8240,5118,4533,4869,5983,2433
'9008,"Image projectors, and photographic enlargers and reducers (excluding cinematographic)",76,287,113,95,69,90,17,20,13,9,169,39
